time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2024-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02,20.12,60.97,35.29,38.6,27.05,82.08,68.7,20.71,15.77,24.95,13.53,15.87,67.3,41.82,33.2,57.7,9.36,20.42,25.37,27.75,15.42,13.99,54.98,42.55,15.85,44.0,106.8,64.27,17.9,23.05
2024-01-03,20.37,59.69,35.54,38.6,27.05,81.82,68.61,20.61,15.85,24.91,13.7,15.91,67.7,41.67,33.11,57.61,9.45,20.51,25.22,27.6,15.44,13.86,55.38,42.55,15.89,43.5,105.4,64.37,17.71,22.9
2024-01-04,21.08,59.89,36.03,38.84,27.55,82.51,69.16,21.2,15.97,25.18,13.87,16.29,68.1,42.66,33.59,58.07,9.71,20.29,25.76,28.5,15.78,14.11,56.19,43.25,16.18,43.8,105.4,65.31,17.99,23.25
2024-01-05,21.04,59.1,36.11,38.94,28.7,82.76,70.07,21.25,16.17,25.05,14.08,17.1,66.6,42.66,33.78,57.51,9.79,20.6,26.23,28.85,16.0,14.39,57.32,43.05,16.46,43.9,106.2,64.84,18.14,23.1
2024-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-08,21.17,59.1,36.9,39.04,29.05,83.28,69.61,21.3,16.37,25.32,14.17,17.36,66.6,42.86,33.68,57.79,9.97,20.51,26.54,29.0,16.17,14.43,57.73,42.9,16.7,44.1,106.2,64.56,18.18,23.35
2024-01-09,20.96,58.51,38.06,38.89,29.3,82.85,69.07,20.81,16.33,25.0,13.96,17.44,66.0,42.07,33.35,57.41,9.97,20.38,26.47,29.1,16.39,14.35,58.06,42.65,16.78,43.9,105.2,64.37,18.14,23.35
2024-01-10,21.0,58.02,38.01,39.23,29.85,81.05,68.7,20.91,16.33,24.77,14.04,17.57,66.1,41.57,33.3,56.57,10.01,20.38,26.04,29.1,16.61,14.39,58.33,42.1,16.78,43.2,104.3,63.8,18.14,23.2
2024-01-11,21.13,57.92,38.18,39.47,30.4,81.22,68.7,20.96,16.53,24.91,14.08,17.44,66.0,41.87,33.54,56.76,10.35,20.42,26.23,29.2,16.39,14.88,59.26,42.0,16.9,43.4,104.7,63.89,18.56,23.3
2024-01-12,21.04,58.21,37.23,40.31,30.6,80.7,68.25,20.11,16.41,24.59,13.83,17.36,64.8,41.47,33.44,56.48,10.23,20.47,26.04,29.1,16.27,14.72,58.46,40.9,16.78,42.7,103.9,63.42,18.33,22.9
2024-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-15,21.25,58.31,38.06,40.06,31.0,81.39,68.7,20.21,16.53,24.64,14.21,18.21,65.2,41.92,33.35,56.39,10.48,20.47,25.76,29.7,16.63,14.84,59.47,41.4,17.02,43.05,104.2,63.42,18.37,22.95
2024-01-16,21.04,58.02,38.06,39.67,30.8,81.22,68.25,20.31,16.65,24.59,14.17,17.99,65.3,42.46,33.3,56.11,10.31,20.07,25.57,29.6,16.39,14.76,59.47,41.45,16.98,42.85,104.3,63.14,18.23,22.85
2024-01-17,21.29,58.31,38.26,39.77,31.0,81.48,68.34,20.71,16.45,25.14,14.3,18.12,66.3,43.95,33.25,56.2,10.35,20.11,26.11,29.7,16.49,14.88,59.53,41.9,17.27,42.95,103.9,63.42,18.28,23.05
