time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2024-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02,20.54,60.97,35.54,38.69,27.2,82.25,68.8,20.76,15.93,24.95,13.74,16.04,68.4,42.11,33.25,57.88,9.45,21.08,25.37,27.75,15.57,14.03,55.85,43.0,15.98,44.0,107.0,64.65,17.9,23.1
2024-01-03,21.0,60.58,36.2,38.89,27.6,82.59,69.16,21.4,16.01,25.27,13.91,16.29,68.9,42.86,33.59,57.88,9.71,20.51,25.72,28.5,15.81,14.15,56.52,43.4,16.22,44.15,107.7,65.31,18.14,23.25
2024-01-04,21.25,59.89,36.07,39.18,28.6,83.36,69.8,21.2,16.33,25.23,14.13,17.1,68.1,42.86,33.78,58.25,9.88,20.73,26.23,28.6,16.05,14.51,57.46,43.45,16.46,44.15,107.8,65.31,18.37,23.4
2024-01-05,21.38,59.59,36.77,39.08,29.0,83.53,70.25,21.6,16.41,25.27,14.21,17.44,67.9,43.5,33.88,57.79,9.97,20.78,26.66,29.3,16.1,14.59,57.66,43.1,16.7,44.1,107.6,65.13,18.23,23.35
2024-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-08,21.29,59.4,38.34,39.08,29.55,83.45,69.89,21.3,16.45,25.32,14.17,17.61,66.6,42.86,33.97,57.97,10.1,20.51,26.62,29.2,16.54,14.55,58.06,43.35,16.86,44.35,106.6,64.56,18.28,23.7
2024-01-09,21.0,58.71,38.06,39.08,30.0,82.85,69.07,21.2,16.45,25.18,14.08,17.74,66.1,42.36,33.35,57.51,10.1,20.64,26.54,29.2,16.73,14.39,58.73,43.0,16.9,43.9,106.5,64.46,18.18,23.35
2024-01-10,21.21,58.31,39.17,39.57,31.0,81.22,68.7,21.4,16.57,24.86,14.13,17.78,66.2,41.92,33.54,56.76,10.35,20.6,26.31,29.45,16.68,15.0,59.87,42.7,16.98,43.6,105.7,63.89,18.61,23.3
2024-01-11,21.21,59.49,38.43,41.04,31.0,81.48,69.16,21.0,16.65,25.0,14.17,17.57,66.1,42.11,34.12,57.32,10.44,20.78,26.47,29.5,16.56,15.0,59.73,42.0,17.06,43.65,105.8,64.27,18.66,23.45
2024-01-12,21.67,59.0,38.01,40.84,31.5,81.22,68.34,20.21,16.73,24.68,14.21,18.16,64.8,41.57,33.64,57.04,10.61,20.64,26.43,29.9,16.8,15.04,59.33,41.3,16.98,43.0,105.3,63.61,18.66,23.1
2024-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-15,21.25,58.61,38.51,40.06,31.4,81.82,68.89,20.36,16.81,24.64,14.21,18.25,65.6,42.56,33.35,56.39,10.48,20.51,25.76,29.8,16.63,14.84,60.2,41.6,17.11,43.05,105.2,63.42,18.37,22.95
2024-01-16,21.34,58.51,38.76,40.06,31.4,82.08,68.8,20.76,16.81,25.27,14.3,18.29,67.1,43.95,33.44,56.39,10.53,20.2,26.15,29.9,16.56,15.08,60.2,42.65,17.35,43.15,105.4,63.8,18.47,23.1
2024-01-17,21.34,59.0,38.72,40.21,31.15,82.08,68.43,21.0,16.69,25.14,14.47,18.29,66.3,44.55,33.25,56.39,10.35,20.29,26.27,29.7,16.51,14.88,60.8,41.9,17.27,43.2,104.6,63.52,18.33,23.3
2024-01-18,21.5,59.4,39.25,40.21,31.5,81.99,68.52,20.91,16.65,25.14,14.9,18.46,66.4,45.49,33.2,56.48,10.4,20.29,26.39,29.8,16.68,14.96,60.94,43.2,17.27,43.35,104.3,63.8,18.52,23.55
2024-01-19,21.8,60.28,41.2,40.31,32.6,82.59,69.8,21.1,16.77,25.27,14.9,18.76,67.8,45.69,33.54,57.32,10.48,20.33,26.31,30.3,16.95,15.08,61.94,43.05,17.51,43.3,105.0,64.37,18.71,23.85
2024-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-22,22.09,60.28,41.15,40.26,32.65,82.68,69.43,20.86,16.97,25.73,14.77,18.8,67.7,45.79,33.44,56.85,10.48,20.47,26.5,30.25,16.95,15.12,61.54,43.0,17.51,43.3,105.6,64.65,18.8,23.9
2024-01-23,21.88,61.07,40.82,39.87,32.2,81.99,69.25,20.71,16.81,25.77,14.77,18.68,67.5,45.04,33.54,56.29,10.44,20.33,26.39,30.5,17.19,15.08,61.2,42.35,17.39,43.1,105.0,64.08,18.71,23.75
2024-01-24,21.67,61.07,40.41,39.77,32.0,81.48,68.98,20.71,16.93,25.68,14.81,18.63,66.2,44.05,33.35,56.29,10.53,20.33,26.54,30.75,17.09,14.84,60.94,42.5,17.31,43.15,104.7,63.71,18.66,23.95
2024-01-25,21.67,60.68,40.0,39.77,32.05,81.56,68.61,20.71,16.85,25.68,14.94,18.63,66.8,44.84,33.2,54.89,10.57,20.33,26.5,30.5,16.97,14.72,60.87,42.1,17.1,42.8,104.9,63.33,18.66,23.8
2024-01-26,22.09,60.87,40.45,39.91,32.1,82.25,68.43,21.25,17.05,25.77,14.94,18.72,65.8,44.55,33.2,53.49,10.66,20.33,26.62,30.3,17.17,14.84,61.54,42.0,17.27,42.8,105.7,63.42,18.75,23.75
2024-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-29,21.8,61.17,40.25,40.26,32.3,82.25,69.71,22.29,17.13,25.45,15.07,18.85,65.6,44.25,33.4,54.05,10.61,20.25,26.5,30.35,17.09,14.72,61.0,41.8,17.27,42.65,105.8,63.42,18.75,23.3
2024-01-30,21.8,64.32,40.04,40.06,32.2,81.99,69.52,22.74,17.49,25.45,15.2,18.8,66.1,45.04,33.44,53.4,10.61,20.25,26.66,30.7,17.07,14.84,60.87,42.0,17.35,42.7,105.6,63.33,18.71,23.4
2024-01-31,21.63,64.32,39.42,39.57,31.6,82.08,68.61,22.19,17.45,25.23,15.11,18.51,64.4,44.64,33.3,52.56,10.01,20.16,26.86,29.9,16.75,14.47,59.2,41.5,17.22,42.5,104.6,63.42,18.42,22.45
2024-02-01,21.84,65.01,39.05,40.31,32.05,85.68,68.7,23.73,17.45,25.32,15.33,18.63,65.1,45.84,33.3,53.68,10.01,20.03,27.05,29.8,16.56,14.47,60.07,41.2,17.14,42.35,105.5,63.89,18.18,22.65
2024-02-02,22.05,63.53,38.76,40.06,31.7,87.48,68.43,24.37,17.89,25.36,15.24,18.51,65.4,47.03,33.3,53.21,9.88,20.03,27.17,29.9,16.56,14.19,60.4,41.2,16.81,42.1,104.8,63.8,17.85,22.3
2024-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-05,23.35,62.55,40.2,40.11,33.9,88.77,68.43,24.82,18.13,25.45,15.58,19.53,64.9,47.03,33.25,53.21,10.14,20.25,27.29,30.6,17.21,14.72,60.2,41.25,17.6,42.2,105.3,64.37,18.23,21.8
2024-02-06,23.39,62.84,40.33,40.16,34.4,89.28,68.89,24.97,18.41,25.5,15.5,19.61,64.8,46.63,33.4,53.49,9.97,20.25,27.32,30.8,17.29,14.68,59.87,41.0,17.76,42.3,104.5,63.99,18.33,21.7
2024-02-07,23.52,63.04,40.45,40.26,35.5,89.97,68.89,25.12,18.85,25.59,15.54,19.99,64.9,46.23,33.44,53.96,10.05,20.42,27.4,31.1,18.09,15.0,60.2,41.8,18.01,42.4,105.3,63.99,18.61,21.9
2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,22.85,62.74,40.45,40.35,35.0,89.19,68.89,24.72,18.93,26.09,15.58,20.55,64.9,45.49,33.97,54.52,10.27,20.47,27.4,31.25,18.62,15.28,60.13,41.95,18.34,42.55,104.5,63.99,18.8,22.0
2024-02-16,23.18,62.65,40.12,41.53,35.25,90.14,69.71,26.4,18.65,26.0,15.37,20.42,66.2,45.93,33.97,54.15,10.27,20.47,27.32,30.8,18.67,15.32,59.93,42.7,18.34,43.95,105.3,66.26,18.85,22.5
