"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.82840850216583","2.36935754365063","2.71242707356605","4.66035932501108","7.81236596824238","7.00033393830889","6.84324352500131","6.76371634607917","7.12562063426247","7.61298848536803","7.33726520170887","8.0771450532797","9.77371554175203","10.552438574875","11.0284358403876","10.4736486147972","11.6417055186452","11.871331805031","12.0516240056976","11.9155234559476","12.7993425610659","12.2542161485804","12.0087513030689","12.7054271085928","12.9031107455543","","","","","","","","","",
"American Samoa","ASM","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4512613181831","","","","","","","","","","","","","","15.3407953223327","16.0954939467842","17.3797542155692","18.608350781117","","","","","","","","","","","","","","","","",
"Australia","AUS","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1485494480232","7.22183739486143","7.11987884345997","7.06749730582995","7.35393374690654","7.48993768979845","7.30148841942971","7.39852871105254","7.54726934731522","7.75748658027611","7.91855654240003","8.25912410866437","8.29677420280204","8.44963903786643","8.65946835391551","8.86935513271487","8.75179831656528","8.78093058100452","8.77140269771829","8.90758367121778","9.07224509952561","9.23878285521583","9.72206443698957","9.99649886976527","10.3573489372681","10.1492252636697","","","","","","","","",
"Austria","AUT","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3550557988495","12.9763393373561","13.787627432255","13.7034014382766","14.0706875914318","13.829216860092","13.3011463738954","13.6859164073952","13.9279237183766","14.4832276788499","14.9982650468616","14.3807010834663","14.4640663723405","13.8254568312513","13.9730442467145","13.9291017352136","14.337198885701","15.0488106669203","15.1723944042092","15.4888669197331","14.7485972236888","15.6280490402335","15.7961970226425","15.5349911239364","16.1731641441426","16.0437313117701","","","","","","","","",
"Azerbaijan","AZE","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.36029054788769","3.36795471896486","3.21692540895284","2.76057576481728","2.44253333809725","2.29272520737894","2.7480158270391","3.01775675238667","3.19776689859756","3.69293872131065","3.96977158083539","4.30599806790874","4.66562491952726","4.88860656160342","5.07897812038863","6.18885624964091","8.44629730597152","11.5334198965125","11.6140247269541","14.1675647814738","15.3345664984418","14.1576143855174","13.2698122614509","13.8499212616309","13.7916534295978","","","","","","","","","",
"Burundi","BDI","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.65321096562442","8.43517655659896","8.47095396482429","8.59269303905293","8.35859118677644","8.40791556909868","8.08959250338281","8.39592337291606","8.42086803812453","8.68442655831242","8.89560901443176","9.0184483124671","9.5438170486796","9.26022298354554","9.54444733498945","9.77780957691541","10.116459733631","10.6721929903928","10.4060368060618","10.6287450651754","10.1479319250089","11.1067587185695","11.6254031969136","11.2531388611148","12.1015002604295","12.2621656974793","","","","","","","","",
"Benin","BEN","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.01647977953393","7.20306624207767","7.23750305322211","7.48397012376302","7.47272869640293","7.75431760803792","6.94713190259958","7.07990830630212","7.46160781457987","7.53497208793875","9.23766699298752","9.1494433127389","8.92528219712956","8.75408405263393","8.75645132165588","8.87517529356749","7.81828632550026","7.62145550088147","7.82091117588415","7.62705859857143","7.3308262784554","7.34615972165523","7.43275196055721","7.62266718458221","7.68540226313683","","","","","","","","","",
"Burkina Faso","BFA","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1394932947045","19.0441927656881","19.0246510457743","18.867707258892","18.7675023849632","18.1331520951656","18.8416858746898","18.8462045608987","19.0142624416126","19.6416737201555","19.9874661643508","19.1997556260961","19.470577271562","19.3536356552779","19.9975533695156","20.5171698487848","20.4269587066679","20.9320670248977","21.1424023591044","21.1102958188656","20.5783277714409","21.1183762724706","21.4374133556692","22.2540665797022","22.6029110616488","","","","","","","","","",
