time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2025-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02,25.7,70.8,38.65,52.0,38.3,152.7,68.5,30.8,25.5,27.05,31.4,22.13,70.9,61.2,38.4,55.8,9.32,16.9,26.35,37.2,24.7,16.7,61.87,40.2,19.95,40.55,100.1,63.8,19.2,17.45
2025-01-03,25.55,70.5,38.6,51.4,38.0,151.3,68.4,30.75,25.0,27.0,31.3,21.91,70.8,60.7,38.6,55.7,9.28,16.8,25.95,36.95,24.35,16.55,61.81,40.05,19.7,40.55,99.9,63.3,19.1,17.45
2025-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,25.05,70.5,39.15,49.95,37.65,150.2,68.2,30.6,24.6,26.7,30.7,21.65,70.2,59.3,38.75,55.7,9.41,16.75,25.5,36.6,23.85,16.3,62.48,40.0,19.25,40.5,99.9,63.2,18.9,17.25
2025-01-07,25.05,74.0,40.5,49.3,38.0,151.3,67.9,29.7,24.55,26.4,31.0,21.7,68.2,57.8,38.65,54.2,9.32,16.8,25.35,37.05,23.9,16.25,62.34,40.05,19.45,40.55,99.9,63.0,18.9,17.15
2025-01-08,25.0,73.7,40.4,49.8,37.9,150.0,67.2,29.2,24.25,26.25,31.0,21.7,68.0,58.1,38.3,53.9,9.28,17.1,24.8,36.9,24.3,16.35,61.81,40.05,19.5,40.55,99.5,62.1,18.9,16.95
2025-01-09,25.0,73.3,40.05,49.3,37.9,149.2,67.5,29.1,23.3,26.3,31.0,21.7,68.1,58.0,39.3,54.0,9.32,17.3,24.95,36.9,24.05,16.3,61.67,41.05,19.55,41.0,99.4,61.9,18.9,17.15
2025-01-10,24.95,72.2,39.9,50.1,38.2,149.1,67.5,28.85,22.35,26.1,30.65,21.5,67.4,58.0,39.05,54.0,9.28,17.4,24.55,36.55,24.0,16.25,61.81,40.7,19.6,40.9,99.6,61.9,18.75,17.05
2025-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13,24.85,69.9,39.35,49.5,37.7,148.5,67.1,28.25,21.85,26.05,30.7,21.5,65.5,57.7,38.9,54.4,9.19,17.6,24.3,35.35,23.8,16.05,61.47,40.0,19.4,40.35,99.2,61.9,18.5,16.85
2025-01-14,24.8,71.2,39.2,50.8,37.9,148.0,67.4,28.35,21.8,26.0,31.35,21.5,65.3,57.5,40.1,54.5,9.19,17.45,24.2,35.4,23.75,16.05,61.47,40.0,19.5,40.2,98.7,61.8,18.35,16.65
2025-01-15,24.95,70.9,39.2,51.7,37.1,146.5,67.4,28.25,21.65,26.25,31.15,21.5,66.4,57.9,40.25,55.0,9.19,17.7,24.35,35.45,23.9,16.1,61.47,40.1,19.8,40.35,99.4,62.3,18.5,16.5
2025-01-16,25.05,70.0,39.5,51.6,37.2,147.0,67.3,28.75,21.85,26.45,31.8,21.6,66.5,58.0,40.35,55.4,9.28,17.8,25.2,35.8,23.95,16.2,62.34,40.65,19.8,40.65,99.3,62.6,18.5,16.7
2025-01-17,25.0,69.8,39.5,52.5,37.2,150.1,67.2,29.2,22.5,26.5,32.0,21.5,66.4,57.8,40.0,55.0,9.23,17.9,24.6,35.8,24.4,16.2,62.21,40.1,19.85,40.55,99.1,62.2,18.45,16.6
2025-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-20,25.05,69.5,40.1,52.4,37.7,150.4,68.2,29.15,23.1,26.75,32.2,21.95,66.3,57.9,40.0,54.2,9.23,18.0,24.65,36.35,24.5,16.45,61.87,40.2,20.2,40.45,99.0,62.2,18.55,16.85
2025-01-21,25.1,69.5,40.05,53.2,37.8,151.4,68.1,29.0,23.35,26.6,32.1,22.05,66.4,58.2,40.35,54.4,9.28,18.45,24.8,36.45,24.5,16.5,61.61,40.15,20.25,40.55,99.3,62.1,18.5,16.75
2025-01-22,25.0,69.1,39.8,52.1,37.6,150.6,67.5,28.6,22.7,26.4,33.45,21.95,66.2,58.0,39.9,54.1,9.23,18.75,24.75,36.65,24.45,16.3,61.54,40.0,20.15,40.5,99.0,62.0,18.5,16.6
2025-01-23,25.4,68.0,40.1,51.4,38.2,156.0,67.2,28.7,22.95,26.75,35.6,22.25,66.1,59.5,39.7,54.1,9.32,18.95,25.25,37.55,24.85,16.4,62.14,39.95,20.5,40.65,99.5,62.3,18.9,16.5
2025-01-24,25.5,69.3,40.0,51.2,38.15,154.5,67.9,28.95,23.15,26.65,36.1,22.45,68.0,60.1,39.55,54.1,9.32,18.8,25.25,37.35,24.85,16.5,62.21,39.8,20.8,40.5,99.8,62.5,19.0,16.65
2025-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,25.3,70.0,39.9,51.3,38.6,149.2,67.8,29.9,22.55,26.6,35.85,22.25,68.4,59.6,39.4,53.8,9.5,18.7,25.05,36.9,24.7,16.4,61.81,39.55,20.5,40.3,99.5,62.2,18.8,16.5
2025-02-04,25.35,70.5,40.1,51.4,39.75,147.0,67.3,29.65,22.8,27.0,35.8,22.6,68.8,59.9,40.2,53.0,9.55,18.8,25.45,37.8,24.7,16.6,61.67,39.15,20.5,40.2,98.8,60.9,18.8,16.4
2025-02-05,25.4,71.9,39.95,51.9,39.7,147.5,68.1,29.75,22.8,27.0,36.1,22.55,68.7,59.8,40.2,53.1,9.59,18.8,25.45,37.5,24.9,16.7,62.07,39.45,20.45,40.45,98.7,61.5,19.1,17.1
2025-02-06,25.65,72.4,40.0,51.6,39.85,147.3,68.2,29.7,23.05,26.95,36.75,22.95,68.1,59.6,40.0,53.2,9.55,18.8,25.4,37.85,25.5,16.9,62.48,39.2,20.8,40.55,98.5,61.6,19.2,16.9
2025-02-07,25.8,71.1,40.8,53.4,41.2,146.7,68.0,29.95,23.1,26.8,37.0,23.0,68.0,59.0,39.9,52.8,9.59,18.75,25.2,38.1,25.8,16.8,62.34,39.05,20.75,40.7,98.2,61.2,19.2,16.9
2025-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,26.15,72.9,41.2,53.4,41.1,145.5,67.6,29.4,22.85,26.5,36.8,23.25,69.7,58.3,40.75,52.4,9.55,18.7,25.15,38.85,26.25,16.85,62.14,38.75,21.0,40.35,98.0,61.2,19.1,16.75
2025-02-11,25.95,71.4,40.75,53.7,40.9,145.4,67.9,28.95,22.85,26.1,37.05,23.0,68.9,57.4,41.3,52.2,9.82,18.95,25.0,38.7,26.15,17.2,61.74,37.9,20.9,40.1,97.0,60.7,19.15,16.6
2025-02-12,26.0,71.5,40.45,55.0,40.8,145.7,67.5,29.3,22.8,26.2,37.9,23.05,69.1,57.3,41.45,52.0,9.73,18.95,25.05,38.85,26.0,17.1,61.87,38.3,20.7,40.1,97.0,61.0,19.1,16.6
2025-02-13,25.75,70.5,40.25,55.3,41.3,145.0,67.1,29.6,22.7,26.0,37.85,22.9,69.0,56.0,42.2,52.0,9.68,19.05,24.9,38.8,26.0,16.95,61.47,38.9,20.5,40.3,96.2,61.0,19.0,16.7
2025-02-14,25.95,71.2,40.85,55.3,41.35,145.0,67.9,31.0,22.9,26.3,38.3,23.0,69.4,55.3,42.75,52.4,9.86,19.5,25.3,39.3,26.2,17.15,61.67,39.05,20.7,40.5,96.8,60.7,19.15,16.8
2025-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,25.95,70.3,40.65,55.0,40.65,145.0,68.4,31.25,22.95,26.25,37.6,22.9,68.4,55.2,43.1,51.6,10.0,19.9,25.35,38.5,26.1,17.0,61.54,39.15,20.55,40.4,97.5,60.6,19.1,16.7
2025-02-18,26.0,70.0,40.65,57.3,41.0,144.4,68.3,30.85,22.8,26.6,37.45,22.95,67.2,55.0,42.75,51.5,9.95,19.9,25.3,39.15,26.1,17.05,61.54,39.2,20.6,40.45,97.8,60.5,19.2,17.05
2025-02-19,25.9,71.3,40.9,57.8,40.95,144.9,69.0,31.75,22.85,26.6,37.0,22.95,67.7,56.1,43.3,51.4,9.95,19.8,25.4,39.1,26.15,17.0,61.34,39.15,20.75,40.5,97.5,60.9,19.1,17.3
2025-02-20,25.95,72.4,41.05,58.4,41.05,144.6,69.3,32.5,22.9,26.6,37.0,23.0,68.0,56.7,43.35,51.6,10.0,19.75,25.55,39.05,26.6,17.25,61.74,40.8,20.65,41.25,97.5,60.9,19.3,17.45
