exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Bán lẻ,CT,41908,0.461,1461.5,1462.2,2004,60258,2.3,-0.044,0.055,0.241,Thế giới di động,https://mwg.vn,253,5379
