exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Thực phẩm và đồ uống,CT,8675,0.601,1282.6,1282.6,2008,7701,2.6,0.001,-0.044,-0.105,SABECO,https://www.sabeco.com.vn,214,3533
