exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Ngân hàng,NH,88267,0.035,4065.3,3662.9,2006,6651,3.3,0.175,0.145,0.146,SHB,https://www.shb.com.vn,289,8355
