exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Bất động sản,CT,54638,0.092,3823.7,3823.7,2002,308,2.5,0.086,0.255,0.061,VinGroup,http://www.vingroup.net,336,8633
