exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Hóa chất,CT,22532,0.007,4000.0,4000.0,2010,223,3.1,0.068,0.092,0.014,Tập đoàn CN Cao su VN,https://vnrubbergroup.com,150,1353
