exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Ngân hàng,NH,18427,0.172,3495.1,3510.1,1992,18533,2.9,-0.018,-0.021,0.226,HDBank,https://hdbank.com.vn,289,8355
