exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Bất động sản,CT,25781,0.18,2272.3,2328.8,2012,2664,2.9,0.016,0.059,-0.396,Vincom Retail,https://vincom.com.vn,336,8633
