exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Ngân hàng,NH,60034,0.3,4466.7,4466.7,2006,13290,3.1,0.004,-0.019,0.094,ACB,https://www.acb.com.vn,289,8355
