exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Ngân hàng,NH,28380,0.281,2642.0,2642.0,2008,7890,2.7,0.001,-0.087,0.016,TPBank,https://tpb.vn,289,8355
