exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Dầu khí,CT,15626,0.174,1270.6,1293.9,1995,25836,2.4,-0.025,-0.062,0.116,Petrolimex,https://www.petrolimex.com.vn,144,533
