exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Ngân hàng,NH,27603,0.167,7021.4,6897.5,1993,28998,2.6,-0.02,-0.054,-0.139,BIDV,https://www.bidv.com.vn,289,8355
