exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2
HOSE,Du lịch và Giải trí,CT,6067,0.129,541.6,541.6,2007,6702,1.8,0.011,-0.032,-0.104,Vietjet Air,http://www.vietjetair.com,257,5751
