COUNTRY,FLOW,TIME,VALUE,PRODUCT,DATATYPE
OECDAM,MEXICO,YTD2023,63880.0,NATGASCM,EXITS
OECDAM,NETHLAND,YTD2023,16667.0,NATGASCM,EXITS
OECDAM,OTHEXT,YTD2023,25751.132,NATGASCM,EXITS
OECDAM,OTHOECD,YTD2023,30547.0,NATGASCM,EXITS
OECDAM,TOTEXTST,YTD2023,297608.422,NATGASCM,EXITS
OECDAM,OECDTOT,YTD2023,271857.29,NATGASCM,EXITS
OECDAM,UK,YTD2023,12747.0,NATGASCM,EXITS
OECDAM,USA,YTD2023,82110.29,NATGASCM,EXITS
OECDEUR,AUSTRIA,YTD2023,13643.405,NATGASCM,EXITS
OECDEUR,BELGIUM,YTD2023,36492.138,NATGASCM,EXITS
OECDEUR,CZECH,YTD2023,10664.101,NATGASCM,EXITS
OECDEUR,FRANCE,YTD2023,21764.707,NATGASCM,EXITS
OECDEUR,GERMANY,YTD2023,101034.631,NATGASCM,EXITS
OECDEUR,ITALY,YTD2023,9389.686,NATGASCM,EXITS
OECDEUR,NETHLAND,YTD2023,17494.701,NATGASCM,EXITS
OECDEUR,NONSPEC,YTD2023,2101.571,NATGASCM,EXITS
OECDEUR,OTHEXT,YTD2023,23176.008,NATGASCM,EXITS
OECDEUR,OTHOECD,YTD2023,45437.197,NATGASCM,EXITS
OECDEUR,TOTEXTST,YTD2023,305711.711,NATGASCM,EXITS
OECDEUR,OECDTOT,YTD2023,280434.132,NATGASCM,EXITS
OECDEUR,UK,YTD2023,24496.998,NATGASCM,EXITS
OECDEUR,USA,YTD2023,16.568,NATGASCM,EXITS
OECDTOT,AUSTRIA,YTD2023,13643.405,NATGASCM,EXITS
OECDTOT,BELGIUM,YTD2023,39238.138,NATGASCM,EXITS
OECDTOT,CANADA,YTD2023,29026.0,NATGASCM,EXITS
OECDTOT,CZECH,YTD2023,10664.101,NATGASCM,EXITS
OECDTOT,FRANCE,YTD2023,35720.707,NATGASCM,EXITS
OECDTOT,GERMANY,YTD2023,106826.631,NATGASCM,EXITS
OECDTOT,ITALY,YTD2023,14991.686,NATGASCM,EXITS
OECDTOT,JAPAN,YTD2023,45361.321,NATGASCM,EXITS
OECDTOT,MEXICO,YTD2023,63880.0,NATGASCM,EXITS
OECDTOT,NETHLAND,YTD2023,34161.701,NATGASCM,EXITS
OECDTOT,NONSPEC,YTD2023,66193.25,NATGASCM,EXITS
OECDTOT,OTHEXT,YTD2023,48927.14,NATGASCM,EXITS
OECDTOT,OTHOECD,YTD2023,90225.197,NATGASCM,EXITS
OECDTOT,TOTEXTST,YTD2023,718230.133,NATGASCM,EXITS
OECDTOT,OECDTOT,YTD2023,603109.743,NATGASCM,EXITS
OECDTOT,UK,YTD2023,37243.998,NATGASCM,EXITS
OECDTOT,USA,YTD2023,82126.858,NATGASCM,EXITS
OECDAO,JAPAN,YTD2024,33415.601,NATGASCM,EXITS
OECDAO,NONSPEC,YTD2024,67278.399,NATGASCM,EXITS
OECDAO,OTHOECD,YTD2024,14839.0,NATGASCM,EXITS
OECDAO,TOTEXTST,YTD2024,115533.0,NATGASCM,EXITS
OECDAO,OECDTOT,YTD2024,48254.601,NATGASCM,EXITS
OECDAM,BELGIUM,YTD2024,1156.0,NATGASCM,EXITS
OECDAM,CANADA,YTD2024,28228.0,NATGASCM,EXITS
OECDAM,FRANCE,YTD2024,10048.0,NATGASCM,EXITS
OECDAM,GERMANY,YTD2024,6009.0,NATGASCM,EXITS
OECDAM,ITALY,YTD2024,5259.0,NATGASCM,EXITS
OECDAM,JAPAN,YTD2024,9511.0,NATGASCM,EXITS
OECDAM,MEXICO,YTD2024,66655.0,NATGASCM,EXITS
OECDAM,NETHLAND,YTD2024,13133.0,NATGASCM,EXITS
OECDAM,OTHEXT,YTD2024,40145.056,NATGASCM,EXITS
OECDAM,OTHOECD,YTD2024,31055.0,NATGASCM,EXITS
OECDAM,TOTEXTST,YTD2024,309334.77,NATGASCM,EXITS
OECDAM,OECDTOT,YTD2024,269189.714,NATGASCM,EXITS
OECDAM,UK,YTD2024,7055.0,NATGASCM,EXITS
OECDAM,USA,YTD2024,91080.714,NATGASCM,EXITS
OECDEUR,AUSTRIA,YTD2024,12263.706,NATGASCM,EXITS
OECDEUR,BELGIUM,YTD2024,30547.703,NATGASCM,EXITS
OECDEUR,CZECH,YTD2024,7368.879,NATGASCM,EXITS
OECDEUR,FRANCE,YTD2024,21051.036,NATGASCM,EXITS
OECDEUR,GERMANY,YTD2024,90318.825,NATGASCM,EXITS
OECDEUR,ITALY,YTD2024,11266.149,NATGASCM,EXITS
OECDEUR,NETHLAND,YTD2024,14272.228,NATGASCM,EXITS
OECDEUR,NONSPEC,YTD2024,1010.311,NATGASCM,EXITS
OECDEUR,OTHEXT,YTD2024,21389.92,NATGASCM,EXITS
OECDEUR,OTHOECD,YTD2024,43322.065,NATGASCM,EXITS
OECDEUR,TOTEXTST,YTD2024,282788.951,NATGASCM,EXITS
OECDEUR,OECDTOT,YTD2024,260388.72,NATGASCM,EXITS
OECDEUR,UK,YTD2024,29819.774,NATGASCM,EXITS
OECDEUR,USA,YTD2024,158.355,NATGASCM,EXITS
OECDTOT,AUSTRIA,YTD2024,12263.706,NATGASCM,EXITS
OECDTOT,BELGIUM,YTD2024,31703.703,NATGASCM,EXITS
OECDTOT,CANADA,YTD2024,28228.0,NATGASCM,EXITS
OECDTOT,CZECH,YTD2024,7368.879,NATGASCM,EXITS
OECDTOT,FRANCE,YTD2024,31099.036,NATGASCM,EXITS
OECDTOT,GERMANY,YTD2024,96327.825,NATGASCM,EXITS
OECDTOT,ITALY,YTD2024,16525.149,NATGASCM,EXITS
OECDTOT,JAPAN,YTD2024,42926.601,NATGASCM,EXITS
OECDTOT,MEXICO,YTD2024,66655.0,NATGASCM,EXITS
OECDTOT,NETHLAND,YTD2024,27405.228,NATGASCM,EXITS
OECDTOT,NONSPEC,YTD2024,68288.71,NATGASCM,EXITS
OECDTOT,OTHEXT,YTD2024,61534.976,NATGASCM,EXITS
OECDTOT,OTHOECD,YTD2024,89216.065,NATGASCM,EXITS
OECDTOT,TOTEXTST,YTD2024,707656.721,NATGASCM,EXITS
OECDTOT,OECDTOT,YTD2024,577833.035,NATGASCM,EXITS
OECDTOT,UK,YTD2024,36874.774,NATGASCM,EXITS
OECDTOT,USA,YTD2024,91239.069,NATGASCM,EXITS
OECDAO,JAPAN,2022,40873.842,NATGASCM,LNG_EXITS
OECDAO,KOREA,2022,15274.0,NATGASCM,LNG_EXITS
OECDAO,NONSPEC,2022,59580.158,NATGASCM,LNG_EXITS
OECDAO,TOTEXTST,2022,115728.0,NATGASCM,LNG_EXITS
OECDAO,OECDTOT,2022,56147.842,NATGASCM,LNG_EXITS
OECDAM,CANADA,2022,1.0,NATGASCM,LNG_EXITS
OECDAM,FRANCE,2022,16180.0,NATGASCM,LNG_EXITS
OECDAM,GREECE,2022,1955.0,NATGASCM,LNG_EXITS
OECDAM,ITALY,2022,3286.0,NATGASCM,LNG_EXITS
OECDAM,JAPAN,2022,5925.0,NATGASCM,LNG_EXITS
OECDAM,KOREA,2022,8287.0,NATGASCM,LNG_EXITS
OECDAM,NETHLAND,2022,10714.0,NATGASCM,LNG_EXITS
OECDAM,OTHEXT,2022,21181.241,NATGASCM,LNG_EXITS
OECDAM,OTHOECD,2022,14722.0,NATGASCM,LNG_EXITS
OECDAM,PORTUGAL,2022,1971.0,NATGASCM,LNG_EXITS
OECDAM,SPAIN,2022,12081.0,NATGASCM,LNG_EXITS
OECDAM,TOTEXTST,2022,109495.244,NATGASCM,LNG_EXITS
OECDAM,OECDTOT,2022,88314.003,NATGASCM,LNG_EXITS
OECDAM,UK,2022,13151.0,NATGASCM,LNG_EXITS
OECDAM,USA,2022,41.003,NATGASCM,LNG_EXITS
OECDEUR,FRANCE,2022,1118.667,NATGASCM,LNG_EXITS
OECDEUR,GREECE,2022,339.49,NATGASCM,LNG_EXITS
OECDEUR,ITALY,2022,949.575,NATGASCM,LNG_EXITS
OECDEUR,JAPAN,2022,96.3,NATGASCM,LNG_EXITS
OECDEUR,KOREA,2022,296.9,NATGASCM,LNG_EXITS
OECDEUR,NETHLAND,2022,1157.403,NATGASCM,LNG_EXITS
OECDEUR,NONSPEC,2022,334.651,NATGASCM,LNG_EXITS
OECDEUR,OTHEXT,2022,4068.641,NATGASCM,LNG_EXITS
OECDEUR,OTHOECD,2022,1645.27,NATGASCM,LNG_EXITS
OECDEUR,PORTUGAL,2022,0.553,NATGASCM,LNG_EXITS
OECDEUR,SPAIN,2022,158.285,NATGASCM,LNG_EXITS
OECDEUR,SWEDEN,2022,190.638,NATGASCM,LNG_EXITS
OECDEUR,TOTEXTST,2022,10647.477,NATGASCM,LNG_EXITS
OECDEUR,OECDTOT,2022,6244.185,NATGASCM,LNG_EXITS
OECDEUR,UK,2022,284.909,NATGASCM,LNG_EXITS
OECDEUR,USA,2022,6.195,NATGASCM,LNG_EXITS
OECDTOT,CANADA,2022,1.0,NATGASCM,LNG_EXITS
OECDTOT,FRANCE,2022,17298.667,NATGASCM,LNG_EXITS
OECDTOT,GREECE,2022,2294.49,NATGASCM,LNG_EXITS
OECDTOT,ITALY,2022,4235.575,NATGASCM,LNG_EXITS
OECDTOT,JAPAN,2022,46895.142,NATGASCM,LNG_EXITS
OECDTOT,KOREA,2022,23857.9,NATGASCM,LNG_EXITS
OECDTOT,NETHLAND,2022,11871.403,NATGASCM,LNG_EXITS
OECDTOT,NONSPEC,2022,59914.809,NATGASCM,LNG_EXITS
OECDTOT,OTHEXT,2022,25249.882,NATGASCM,LNG_EXITS
OECDTOT,OTHOECD,2022,16367.27,NATGASCM,LNG_EXITS
OECDTOT,PORTUGAL,2022,1971.553,NATGASCM,LNG_EXITS
OECDTOT,SPAIN,2022,12239.285,NATGASCM,LNG_EXITS
OECDTOT,SWEDEN,2022,190.638,NATGASCM,LNG_EXITS
OECDTOT,TOTEXTST,2022,235870.721,NATGASCM,LNG_EXITS
OECDTOT,OECDTOT,2022,150706.03,NATGASCM,LNG_EXITS
OECDTOT,UK,2022,13435.909,NATGASCM,LNG_EXITS
OECDTOT,USA,2022,47.198,NATGASCM,LNG_EXITS
OECDAO,JAPAN,2023,36577.321,NATGASCM,LNG_EXITS
OECDAO,KOREA,2023,14241.0,NATGASCM,LNG_EXITS
OECDAO,NONSPEC,2023,64091.679,NATGASCM,LNG_EXITS
OECDAO,TOTEXTST,2023,114910.0,NATGASCM,LNG_EXITS
OECDAO,OECDTOT,2023,50818.321,NATGASCM,LNG_EXITS
OECDAM,FRANCE,2023,13956.0,NATGASCM,LNG_EXITS
OECDAM,GREECE,2023,1117.0,NATGASCM,LNG_EXITS
OECDAM,ITALY,2023,5602.0,NATGASCM,LNG_EXITS
OECDAM,JAPAN,2023,8784.0,NATGASCM,LNG_EXITS
OECDAM,KOREA,2023,7808.0,NATGASCM,LNG_EXITS
OECDAM,NETHLAND,2023,16667.0,NATGASCM,LNG_EXITS
OECDAM,OTHEXT,2023,25751.132,NATGASCM,LNG_EXITS
OECDAM,OTHOECD,2023,20869.0,NATGASCM,LNG_EXITS
OECDAM,PORTUGAL,2023,2064.0,NATGASCM,LNG_EXITS
OECDAM,SPAIN,2023,7632.0,NATGASCM,LNG_EXITS
OECDAM,TOTEXTST,2023,123051.142,NATGASCM,LNG_EXITS
OECDAM,OECDTOT,2023,97300.01,NATGASCM,LNG_EXITS
OECDAM,UK,2023,12747.0,NATGASCM,LNG_EXITS
OECDAM,USA,2023,54.01,NATGASCM,LNG_EXITS
OECDEUR,FRANCE,2023,1022.239,NATGASCM,LNG_EXITS
OECDEUR,GREECE,2023,93.669,NATGASCM,LNG_EXITS
OECDEUR,ITALY,2023,821.25,NATGASCM,LNG_EXITS
OECDEUR,KOREA,2023,83.465,NATGASCM,LNG_EXITS
OECDEUR,NETHLAND,2023,1427.198,NATGASCM,LNG_EXITS
OECDEUR,NONSPEC,2023,333.446,NATGASCM,LNG_EXITS
OECDEUR,OTHEXT,2023,4789.347,NATGASCM,LNG_EXITS
OECDEUR,OTHOECD,2023,3191.748,NATGASCM,LNG_EXITS
OECDEUR,SPAIN,2023,460.655,NATGASCM,LNG_EXITS
OECDEUR,SWEDEN,2023,217.502,NATGASCM,LNG_EXITS
OECDEUR,TOTEXTST,2023,12849.692,NATGASCM,LNG_EXITS
OECDEUR,OECDTOT,2023,7726.899,NATGASCM,LNG_EXITS
OECDEUR,UK,2023,392.605,NATGASCM,LNG_EXITS
OECDEUR,USA,2023,16.568,NATGASCM,LNG_EXITS
OECDTOT,FRANCE,2023,14978.239,NATGASCM,LNG_EXITS
OECDTOT,GREECE,2023,1210.669,NATGASCM,LNG_EXITS
OECDTOT,ITALY,2023,6423.25,NATGASCM,LNG_EXITS
OECDTOT,JAPAN,2023,45361.321,NATGASCM,LNG_EXITS
OECDTOT,KOREA,2023,22132.465,NATGASCM,LNG_EXITS
OECDTOT,NETHLAND,2023,18094.198,NATGASCM,LNG_EXITS
OECDTOT,NONSPEC,2023,64425.125,NATGASCM,LNG_EXITS
OECDTOT,OTHEXT,2023,30540.479,NATGASCM,LNG_EXITS
OECDTOT,OTHOECD,2023,24060.748,NATGASCM,LNG_EXITS
OECDTOT,PORTUGAL,2023,2064.0,NATGASCM,LNG_EXITS
OECDTOT,SPAIN,2023,8092.655,NATGASCM,LNG_EXITS
OECDTOT,SWEDEN,2023,217.502,NATGASCM,LNG_EXITS
OECDTOT,TOTEXTST,2023,250810.834,NATGASCM,LNG_EXITS
OECDTOT,OECDTOT,2023,155845.23,NATGASCM,LNG_EXITS
OECDTOT,UK,2023,13139.605,NATGASCM,LNG_EXITS
OECDTOT,USA,2023,70.578,NATGASCM,LNG_EXITS
OECDAO,JAPAN,4Q2024,8681.083,NATGASCM,LNG_EXITS
OECDAO,KOREA,4Q2024,4215.0,NATGASCM,LNG_EXITS
OECDAO,NONSPEC,4Q2024,16337.917,NATGASCM,LNG_EXITS
OECDAO,TOTEXTST,4Q2024,29234.0,NATGASCM,LNG_EXITS
OECDAO,OECDTOT,4Q2024,12896.083,NATGASCM,LNG_EXITS
OECDAM,CANADA,4Q2024,1.0,NATGASCM,LNG_EXITS
OECDAM,FRANCE,4Q2024,2997.0,NATGASCM,LNG_EXITS
OECDAM,GREECE,4Q2024,948.0,NATGASCM,LNG_EXITS
OECDAM,ITALY,4Q2024,1544.0,NATGASCM,LNG_EXITS
OECDAM,JAPAN,4Q2024,2284.0,NATGASCM,LNG_EXITS
OECDAM,KOREA,4Q2024,1365.0,NATGASCM,LNG_EXITS
OECDAM,NETHLAND,4Q2024,2558.0,NATGASCM,LNG_EXITS
OECDAM,OTHEXT,4Q2024,8837.0,NATGASCM,LNG_EXITS
OECDAM,OTHOECD,4Q2024,7310.0,NATGASCM,LNG_EXITS
OECDAM,PORTUGAL,4Q2024,355.0,NATGASCM,LNG_EXITS
OECDAM,SPAIN,4Q2024,1438.0,NATGASCM,LNG_EXITS
OECDAM,TOTEXTST,4Q2024,32943.268,NATGASCM,LNG_EXITS
OECDAM,OECDTOT,4Q2024,24106.268,NATGASCM,LNG_EXITS
OECDAM,UK,4Q2024,3293.0,NATGASCM,LNG_EXITS
OECDAM,USA,4Q2024,13.268,NATGASCM,LNG_EXITS
OECDEUR,FRANCE,4Q2024,345.856,NATGASCM,LNG_EXITS
OECDEUR,GREECE,4Q2024,92.67,NATGASCM,LNG_EXITS
OECDEUR,ITALY,4Q2024,46.831,NATGASCM,LNG_EXITS
OECDEUR,KOREA,4Q2024,97.9,NATGASCM,LNG_EXITS
OECDEUR,NETHLAND,4Q2024,345.395,NATGASCM,LNG_EXITS
OECDEUR,NONSPEC,4Q2024,135.27,NATGASCM,LNG_EXITS
OECDEUR,OTHEXT,4Q2024,341.062,NATGASCM,LNG_EXITS
OECDEUR,OTHOECD,4Q2024,1022.792,NATGASCM,LNG_EXITS
OECDEUR,SPAIN,4Q2024,4.955,NATGASCM,LNG_EXITS
OECDEUR,SWEDEN,4Q2024,63.734,NATGASCM,LNG_EXITS
OECDEUR,TOTEXTST,4Q2024,2596.338,NATGASCM,LNG_EXITS
OECDEUR,OECDTOT,4Q2024,2120.006,NATGASCM,LNG_EXITS
OECDEUR,UK,4Q2024,96.434,NATGASCM,LNG_EXITS
OECDEUR,USA,4Q2024,3.439,NATGASCM,LNG_EXITS
OECDTOT,CANADA,4Q2024,1.0,NATGASCM,LNG_EXITS
OECDTOT,FRANCE,4Q2024,3342.856,NATGASCM,LNG_EXITS
OECDTOT,GREECE,4Q2024,1040.67,NATGASCM,LNG_EXITS
OECDTOT,ITALY,4Q2024,1590.831,NATGASCM,LNG_EXITS
OECDTOT,JAPAN,4Q2024,10965.083,NATGASCM,LNG_EXITS
OECDTOT,KOREA,4Q2024,5677.9,NATGASCM,LNG_EXITS
OECDTOT,NETHLAND,4Q2024,2903.395,NATGASCM,LNG_EXITS
OECDTOT,NONSPEC,4Q2024,16473.187,NATGASCM,LNG_EXITS
OECDTOT,OTHEXT,4Q2024,9178.062,NATGASCM,LNG_EXITS
OECDTOT,OTHOECD,4Q2024,8332.792,NATGASCM,LNG_EXITS
OECDTOT,PORTUGAL,4Q2024,355.0,NATGASCM,LNG_EXITS
OECDTOT,SPAIN,4Q2024,1442.955,NATGASCM,LNG_EXITS
OECDTOT,SWEDEN,4Q2024,63.734,NATGASCM,LNG_EXITS
OECDTOT,TOTEXTST,4Q2024,64773.606,NATGASCM,LNG_EXITS
OECDTOT,OECDTOT,4Q2024,39122.357,NATGASCM,LNG_EXITS
OECDTOT,UK,4Q2024,3389.434,NATGASCM,LNG_EXITS
OECDTOT,USA,4Q2024,16.707,NATGASCM,LNG_EXITS
OECDAO,JAPAN,DEC2023,3556.732,NATGASCM,LNG_EXITS
OECDAO,KOREA,DEC2023,1881.0,NATGASCM,LNG_EXITS
OECDAO,NONSPEC,DEC2023,4925.268,NATGASCM,LNG_EXITS
OECDAO,TOTEXTST,DEC2023,10363.0,NATGASCM,LNG_EXITS
OECDAO,OECDTOT,DEC2023,5437.732,NATGASCM,LNG_EXITS
OECDAM,FRANCE,DEC2023,1152.0,NATGASCM,LNG_EXITS
OECDAM,GREECE,DEC2023,235.0,NATGASCM,LNG_EXITS
OECDAM,ITALY,DEC2023,603.0,NATGASCM,LNG_EXITS
OECDAM,JAPAN,DEC2023,778.0,NATGASCM,LNG_EXITS
OECDAM,KOREA,DEC2023,996.0,NATGASCM,LNG_EXITS
OECDAM,NETHLAND,DEC2023,1378.0,NATGASCM,LNG_EXITS
OECDAM,OTHEXT,DEC2023,1863.416,NATGASCM,LNG_EXITS
OECDAM,OTHOECD,DEC2023,2739.0,NATGASCM,LNG_EXITS
OECDAM,PORTUGAL,DEC2023,83.0,NATGASCM,LNG_EXITS
OECDAM,SPAIN,DEC2023,443.0,NATGASCM,LNG_EXITS
OECDAM,TOTEXTST,DEC2023,11978.244,NATGASCM,LNG_EXITS
OECDAM,OECDTOT,DEC2023,10114.828,NATGASCM,LNG_EXITS
OECDAM,UK,DEC2023,1705.0,NATGASCM,LNG_EXITS
OECDAM,USA,DEC2023,2.828,NATGASCM,LNG_EXITS
OECDEUR,FRANCE,DEC2023,90.261,NATGASCM,LNG_EXITS
OECDEUR,GREECE,DEC2023,0.034,NATGASCM,LNG_EXITS
OECDEUR,ITALY,DEC2023,18.308,NATGASCM,LNG_EXITS
OECDEUR,NETHLAND,DEC2023,259.815,NATGASCM,LNG_EXITS
OECDEUR,NONSPEC,DEC2023,27.712,NATGASCM,LNG_EXITS
OECDEUR,OTHEXT,DEC2023,801.183,NATGASCM,LNG_EXITS
OECDEUR,OTHOECD,DEC2023,294.762,NATGASCM,LNG_EXITS
OECDEUR,SPAIN,DEC2023,0.174,NATGASCM,LNG_EXITS
OECDEUR,SWEDEN,DEC2023,8.034,NATGASCM,LNG_EXITS
OECDEUR,TOTEXTST,DEC2023,1503.894,NATGASCM,LNG_EXITS
OECDEUR,OECDTOT,DEC2023,674.999,NATGASCM,LNG_EXITS
OECDEUR,UK,DEC2023,2.045,NATGASCM,LNG_EXITS
OECDEUR,USA,DEC2023,1.566,NATGASCM,LNG_EXITS
OECDTOT,FRANCE,DEC2023,1242.261,NATGASCM,LNG_EXITS
OECDTOT,GREECE,DEC2023,235.034,NATGASCM,LNG_EXITS
OECDTOT,ITALY,DEC2023,621.308,NATGASCM,LNG_EXITS
OECDTOT,JAPAN,DEC2023,4334.732,NATGASCM,LNG_EXITS
OECDTOT,KOREA,DEC2023,2877.0,NATGASCM,LNG_EXITS
OECDTOT,NETHLAND,DEC2023,1637.815,NATGASCM,LNG_EXITS
OECDTOT,NONSPEC,DEC2023,4952.98,NATGASCM,LNG_EXITS
OECDTOT,OTHEXT,DEC2023,2664.599,NATGASCM,LNG_EXITS
OECDTOT,OTHOECD,DEC2023,3033.762,NATGASCM,LNG_EXITS
OECDTOT,PORTUGAL,DEC2023,83.0,NATGASCM,LNG_EXITS
OECDTOT,SPAIN,DEC2023,443.174,NATGASCM,LNG_EXITS
OECDTOT,SWEDEN,DEC2023,8.034,NATGASCM,LNG_EXITS
OECDTOT,TOTEXTST,DEC2023,23845.138,NATGASCM,LNG_EXITS
OECDTOT,OECDTOT,DEC2023,16227.559,NATGASCM,LNG_EXITS
OECDTOT,UK,DEC2023,1707.045,NATGASCM,LNG_EXITS
OECDTOT,USA,DEC2023,4.394,NATGASCM,LNG_EXITS
OECDAO,JAPAN,DEC2024,3179.215,NATGASCM,LNG_EXITS
OECDAO,KOREA,DEC2024,1393.0,NATGASCM,LNG_EXITS
OECDAO,NONSPEC,DEC2024,5425.785,NATGASCM,LNG_EXITS
OECDAO,TOTEXTST,DEC2024,9998.0,NATGASCM,LNG_EXITS
OECDAO,OECDTOT,DEC2024,4572.215,NATGASCM,LNG_EXITS
OECDAM,FRANCE,DEC2024,1207.0,NATGASCM,LNG_EXITS
OECDAM,GREECE,DEC2024,306.0,NATGASCM,LNG_EXITS
OECDAM,ITALY,DEC2024,501.0,NATGASCM,LNG_EXITS
OECDAM,JAPAN,DEC2024,649.0,NATGASCM,LNG_EXITS
OECDAM,KOREA,DEC2024,303.0,NATGASCM,LNG_EXITS
OECDAM,NETHLAND,DEC2024,801.0,NATGASCM,LNG_EXITS
OECDAM,OTHEXT,DEC2024,2155.0,NATGASCM,LNG_EXITS
OECDAM,OTHOECD,DEC2024,3070.0,NATGASCM,LNG_EXITS
OECDAM,PORTUGAL,DEC2024,87.0,NATGASCM,LNG_EXITS
OECDAM,SPAIN,DEC2024,939.0,NATGASCM,LNG_EXITS
OECDAM,TOTEXTST,DEC2024,11642.614,NATGASCM,LNG_EXITS
OECDAM,OECDTOT,DEC2024,9487.614,NATGASCM,LNG_EXITS
OECDAM,UK,DEC2024,1614.0,NATGASCM,LNG_EXITS
OECDAM,USA,DEC2024,10.614,NATGASCM,LNG_EXITS
OECDEUR,FRANCE,DEC2024,86.275,NATGASCM,LNG_EXITS
OECDEUR,ITALY,DEC2024,15.101,NATGASCM,LNG_EXITS
OECDEUR,NETHLAND,DEC2024,171.548,NATGASCM,LNG_EXITS
OECDEUR,NONSPEC,DEC2024,44.452,NATGASCM,LNG_EXITS
OECDEUR,OTHEXT,DEC2024,102.423,NATGASCM,LNG_EXITS
OECDEUR,OTHOECD,DEC2024,311.688,NATGASCM,LNG_EXITS
OECDEUR,SPAIN,DEC2024,1.3,NATGASCM,LNG_EXITS
OECDEUR,SWEDEN,DEC2024,7.497,NATGASCM,LNG_EXITS
OECDEUR,TOTEXTST,DEC2024,832.762,NATGASCM,LNG_EXITS
OECDEUR,OECDTOT,DEC2024,685.887,NATGASCM,LNG_EXITS
OECDEUR,UK,DEC2024,89.039,NATGASCM,LNG_EXITS
OECDEUR,USA,DEC2024,3.439,NATGASCM,LNG_EXITS
OECDTOT,FRANCE,DEC2024,1293.275,NATGASCM,LNG_EXITS
OECDTOT,GREECE,DEC2024,306.0,NATGASCM,LNG_EXITS
OECDTOT,ITALY,DEC2024,516.101,NATGASCM,LNG_EXITS
OECDTOT,JAPAN,DEC2024,3828.215,NATGASCM,LNG_EXITS
OECDTOT,KOREA,DEC2024,1696.0,NATGASCM,LNG_EXITS
OECDTOT,NETHLAND,DEC2024,972.548,NATGASCM,LNG_EXITS
OECDTOT,NONSPEC,DEC2024,5470.237,NATGASCM,LNG_EXITS
OECDTOT,OTHEXT,DEC2024,2257.423,NATGASCM,LNG_EXITS
OECDTOT,OTHOECD,DEC2024,3381.688,NATGASCM,LNG_EXITS
OECDTOT,PORTUGAL,DEC2024,87.0,NATGASCM,LNG_EXITS
OECDTOT,SPAIN,DEC2024,940.3,NATGASCM,LNG_EXITS
OECDTOT,SWEDEN,DEC2024,7.497,NATGASCM,LNG_EXITS
OECDTOT,TOTEXTST,DEC2024,22473.376,NATGASCM,LNG_EXITS
OECDTOT,OECDTOT,DEC2024,14745.716,NATGASCM,LNG_EXITS
OECDTOT,UK,DEC2024,1703.039,NATGASCM,LNG_EXITS
OECDTOT,USA,DEC2024,14.053,NATGASCM,LNG_EXITS
OECDAO,JAPAN,YTD2023,36577.321,NATGASCM,LNG_EXITS
OECDAO,KOREA,YTD2023,14241.0,NATGASCM,LNG_EXITS
OECDAO,NONSPEC,YTD2023,64091.679,NATGASCM,LNG_EXITS
OECDAO,TOTEXTST,YTD2023,114910.0,NATGASCM,LNG_EXITS
OECDAO,OECDTOT,YTD2023,50818.321,NATGASCM,LNG_EXITS
OECDAM,FRANCE,YTD2023,13956.0,NATGASCM,LNG_EXITS
OECDAM,GREECE,YTD2023,1117.0,NATGASCM,LNG_EXITS
OECDAM,ITALY,YTD2023,5602.0,NATGASCM,LNG_EXITS
OECDAM,JAPAN,YTD2023,8784.0,NATGASCM,LNG_EXITS
OECDAM,KOREA,YTD2023,7808.0,NATGASCM,LNG_EXITS
OECDAM,NETHLAND,YTD2023,16667.0,NATGASCM,LNG_EXITS
OECDAM,OTHEXT,YTD2023,25751.132,NATGASCM,LNG_EXITS
OECDAM,OTHOECD,YTD2023,20869.0,NATGASCM,LNG_EXITS
OECDAM,PORTUGAL,YTD2023,2064.0,NATGASCM,LNG_EXITS
OECDAM,SPAIN,YTD2023,7632.0,NATGASCM,LNG_EXITS
OECDAM,TOTEXTST,YTD2023,123051.142,NATGASCM,LNG_EXITS
OECDAM,OECDTOT,YTD2023,97300.01,NATGASCM,LNG_EXITS
OECDAM,UK,YTD2023,12747.0,NATGASCM,LNG_EXITS
OECDAM,USA,YTD2023,54.01,NATGASCM,LNG_EXITS
OECDEUR,FRANCE,YTD2023,1022.239,NATGASCM,LNG_EXITS
OECDEUR,GREECE,YTD2023,93.669,NATGASCM,LNG_EXITS
OECDEUR,ITALY,YTD2023,821.25,NATGASCM,LNG_EXITS
OECDEUR,KOREA,YTD2023,83.465,NATGASCM,LNG_EXITS
OECDEUR,NETHLAND,YTD2023,1427.198,NATGASCM,LNG_EXITS
OECDEUR,NONSPEC,YTD2023,333.446,NATGASCM,LNG_EXITS
OECDEUR,OTHEXT,YTD2023,4789.347,NATGASCM,LNG_EXITS
OECDEUR,OTHOECD,YTD2023,3191.748,NATGASCM,LNG_EXITS
OECDEUR,SPAIN,YTD2023,460.655,NATGASCM,LNG_EXITS
OECDEUR,SWEDEN,YTD2023,217.502,NATGASCM,LNG_EXITS
OECDEUR,TOTEXTST,YTD2023,12849.692,NATGASCM,LNG_EXITS
OECDEUR,OECDTOT,YTD2023,7726.899,NATGASCM,LNG_EXITS
OECDEUR,UK,YTD2023,392.605,NATGASCM,LNG_EXITS
OECDEUR,USA,YTD2023,16.568,NATGASCM,LNG_EXITS
OECDTOT,FRANCE,YTD2023,14978.239,NATGASCM,LNG_EXITS
