"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000845332.136","1076844170.7506","1122222631.24874","971558304.419588","1084633198.37413","1225498672.41509","1404248913.89681","1595022102.92989","1560606287.50286","1531064374.6154","2230821722.86364","2542906135.34448",
"American Samoa","ASM","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","2603703.7037037","3300000","4074074.07407407","5240740.74074074","5596296.2962963","6444444.44444444","6792592.59259259","7462962.96296296","7862962.96296296","8362962.96296296","9003703.7037037","9451851.85185185","10540740.7407407","11951851.8518519","11333333.3333333","10696296.2962963","10203703.7037037","10466666.6666667","10374074.0740741","10844444.4444444","11792592.5925926","12829629.6296296","13737037.037037","14411111.1111111","14955555.5555556","15951851.8518519","17688888.8888889","18592592.5925926","20014814.8148148","23048148.1481481","24259259.2592593","23937037.037037","27922222.2222222","27192592.5925926","37303703.7037037","34455555.5555556","36233333.3333333","38185185.1851852","40274074.0740741","42837037.037037","45425925.9259259","49985185.1851852","51996296.2962963","41096296.2962963","44459259.2592593","48262962.962963","50833333.3333333",
"Australia","AUS","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42941471151.1158","40963927287.9106","40945229478.1658","40179876335.0197","42626080940.8509","48283338283.3383","51107700221.7753","53559941211.5492","49808044495.6929","46506454442.9126","48078782961.2566","41669484094.1461","41732134737.8687","50768782760.629","66835253947.93","71831880593.4245","73949646525.3766","79338148700.6359","97098000454.8083","78454803283.1786","91767223915.3029","103004841939.418","109044280967.908","104152838065.066","93424293584.5849","85027343499.7516","73354452862.4921","76791792142.8351","82308622453.7252","77801673426.5049","74504391148.3887","85818091171.5996","90883497449.1962","92667151260.6173",
"Austria","AUT","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","9839314259.41551","11473584214.4701","14043260684.1656","16248695831.1889","17907923845.9902","15173287541.0403","14772527224.3285","14890794392.5234","13781037067.602","14295511439.2126","20395141054.5291","24807643665.6508","26768324974.9248","26583096203.8482","33548542902.0937","34293692398.35","37103894315.0513","34212719744.4694","36359659077.2196","44422112733.7246","42970779828.4377","38764524749.1262","39598528234.771","39845943191.2796","36738322084.2416","37068384745.7174","38925637384.1781","46839561212.3148","53265672245.5171","56041566597.379","61031910305.9399","71739066738.9112","76797113161.0414","67162766875.355","66327731282.8668","73542776801.8387","70190829110.032","72972523950.7869","75373654436.2252","65444863055.8644","69557569123.3694","72374342908.5213","78392304780.8133","75760328861.9528","72098388106.7706","81574157439.4716","76195033832.5645","81214734287.7524",
"Azerbaijan","AZE","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1566666666.66667","890000000","97278597.7859779","281145286.32158","151108280.660415","278800827.905912","331297885.62202","332591035.975285","370121478.418196","276809302.540068","279047104.98407","353155799.797491","463399179.562296","628419807.238435","719042308.099351","859299719.384274","1211266502.13499","1647197840.87148","2298751247.53536","2447551142.53474","2506728133.56591","2630412594.37295","2955278783.67456","3126414043.37058","3541544749.96398","2648834040.62606","1852703666.42811","1920512678.98591","2176507646.68824","2410470588.23529","2604941176.47059","3519294117.64706","4163705882.35294","4181058823.52941",
"Burundi","BDI","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","16331428.5551905","18543999.9830455","20174857.1428571","28385745.0644879","32778412.6984127","36111746.031746","36680579.7101449","43157777.7777778","50360000","72806666.6666667","63285555.5555556","70860000","83547777.7777778","90438945.6697149","77319355.1081781","84263816.389096","94531838.4864675","119821948.850761","105953915.73774","130127877.882609","133812151.47003","148352459.603444","93133560.2463719","79077429.9835255","86506532.4166973","82619976.1369005","54500412.8819158","94802299.9858096","92113334.828743","91378496.5221094","94893712.3787587","95788227.3739989","91509295.6510806","86649686.5012655","104804589.203477","132769074.996569","132013387.016794","150665096.463994","155099453.315922","169067242.869347","187887947.681665","208355985.036122","206047287.129296","234025955.254281","273939181.95585","269320537.284392","247569447.19625","","","","","","","",
"Belgium","BEL","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52813218390.8046","50725472312.7036","46496842580.0631","46946765947.9884","44694827428.726","41523865340.0785","40342826002.3229","43394458524.9413","51530124780.745","59406411226.5253","61216581533.3852","61314657349.4117","70922375577.2159","72388378038.6719","62285961744.2187","63221836973.3335","68271646876.4593","62907750135.3516","66373628692.4316","67699204317.9213","57942868346.1328","58090718123.113","62342246500.3531","66982913127.9215","66625189608.6273","63626948005.9146","64310085072.092","72172689206.8096","72566640759.8052",
"Benin","BEN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","38270395.0900995","45480728.1901678","56403366.1516898","70662568.1226922","82814892.6172899","64217952.1922227","67726440.8921198","99953536.327397","105161849.915","112005160.177472","85726584.6217663","115335605.923482","94996683.7243926","83303457.3730476","82488434.0621686","95944077.2340976","112052919.537956","131734886.083035","117714809.043259","144567177.375871","142237015.187742","134632926.428935","168914320.066282","128717736.926346","175248850.729622","195385906.777923","192092917.632142","196091051.340595","484312422.600121","492230594.729014","573333637.603361","656120864.911806","842328328.941401","916681815.773151","1029205292.85185","1085950726.86184","1122583382.64418","1198995400.54078","1189974510.65779","1119438569.90499","1254708362.91138","1193479626.8415","1367170240.85458","1379814512.8743","1142878265.6122","1173981451.26593","1221907961.29305","1306787719.90592","1419844689.18638","1516308099.15475","1676978846.02054","1709409851.65022","1979867826.86004",
"Burkina Faso","BFA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","37226998.2669841","37217132.038867","42228730.9789682","43881615.4763484","44709846.5613513","47190308.1867794","55324136.1593325","67627957.1746999","71295785.8199279","76484012.5333775","76337503.7237729","84014353.4386049","106285691.845997","128379114.746004","139110097.357979","170447254.924925","173227358.55068","185855303.128907","226626801.98068","277612938.625089","284313268.266776","256165662.942228","252587361.446223","256156123.554396","220606097.813828","206878837.684201","278770876.225085","355237983.989449","394160498.908338","378999542.89277","457411349.131199","419369368.227703","485814079.295943","455208450.407566","254877169.122503","336006094.507849","345800717.240264","351404124.902411","387091310.132934","548655302.701011","455850777.074558","476679808.984598","537961876.284074","738979005.400862","825416542.306207","819970288.456098","919517906.49626","1093355113.77408","1229928413.39223","1280378753.24487","1227306679.2355","1402782966.41654","1299101515.41396","1367254645.24751","1533179979.7281","1379664852.30135","1427126200.95576","1447209560.55363","1672461830.69548","1669111824.66543","1778052265.18668","1932632491.4307","2057303211.8662","2172844903.32728",
"Bangladesh","BGD","Manufacturing, value added (current US$)","NV.IND.MANF.CD","226993062.5","263550000","276869208.333333","285087416.666667","296989687.5","321644354.166667","386256604.166667","404960125","460503979.166667","495643979.166667","521999000","480057708.333333","250514166.666667","689132129.546331","1157568227.46673","1369606286.61559","939265010.10101","1083458209.43762","1316355416.66667","1534982306.17608","2627747105.87855","2831325423.25581","2582283071.20758","2649048848.23232","2952393797.12","3221030024.15385","3096970980.16667","3273869886.77419","3567442407.13326","3714461823.33096","4183373393.41195","4330061263.30532","4565273705.57029","5111802526.45503","5358902326.68329","6032422651.74129","6502616136.91932","6811990632.3185","7427621145.37445","7377371048.25291","7490618167.36235","7655077835.43365","7835086191.88577","8509758203.79965","9403023611.34704","10243540759.8904","10990176957.0467","12685377620.6968","14775885738.8534","16888096735.6512","18583833053.9657","20572997170.6682","21215366551.7969","24662857790.6125","28721147380.6349","32762527149.6439","53967746788.2133","58966969324.4339","66850830760.9074","74489012204.486","77033525619.5612","88398085892.132","100146830914.846","97727415797.9621",
"Bulgaria","BGR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahrain","BHR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2451276595.74468","3143670212.76596","3881462765.95745","3207154255.31915","3910851063.82979","4501409574.46809","4719255319.14894","4971835106.38298","5159734042.55319","5585319148.93617","6045585106.38298","6765505319.14894","6794095744.68085","6892420212.76596","6467579787.23404","8384069148.93617","10045611702.1277","9533750000",
"Bahamas, The","BHS","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131439000","120438000","149360000","135535000","131806000","133966000","121136000","154169000","148600000","136400000","210100000","233200000","184000000","224300000","214000000","243300000","235200000","256400000","243700000","220900000","208900000","214800000","220700000","315800000","272900000","295200000","293900000","365600000","324200000","278600000","277300000","204800000","201000000","141000000","144500000",
"Bosnia and Herzegovina","BIH","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144487654.320988","213470588.235294","318626063.264221","412055896.695378","496864976.802442","501432894.195703","517581423.174397","545632349.038734","626634394.683784","790379772.547336","926047308.300062","1115856457.78466","1288772487.73629","1705850512.56016","2104754507.95239","1845508636.67713","1869609003.61607","2035206906.91907","1816578330.19097","1988270331.44134","2030361715.65133","1823801298.78673","2022163981.45168","2302522311.0226","2608019988.11094","2556232492.27571","2560988252.5612","3310936825.33808","3525970701.21108","3665022111.94653",
"Belarus","BLR","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6626506024.09639","8179959100.2045","6628613515.00644","4576848088.29847","4033912727.51075","3909032023.12549","4361846153.84615","4295608628.65948","4486798179.05918","3422547131.96951","3444472333.77956","3286330935.2518","3790063207.73681","4751105412.7443","6606982492.84808","7655885821.47069","9240403625.9186","11276793036.6063","15907554765.0253","11424786523.6927","12882951542.8855","16319002619.2903","16278952608.2837","16612856909.5895","16619555755.5188","11654534506.1751","9617187291.88269","11836414050.9289","12761532149.4615","13938348289.4736","13186723097.2608","15856696898.9729","17701686912.1511","16533792209.0877",
"Belize","BLZ","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","22550000","20950000","48200000","40950000","30700000","36050000","43200000","36200000","36200000","52600000","58200000","62650000","62800000","62350000","71450000","74000000","75850000","80550000","86050000","85850000","95800000","98950000","118200000","104450000","105100000","104050000","111100000","116550000","124150000","129950000","128950000","131200000","127700000","127650000","142800000","149950000","150900000","152700000","152650000","150600000","142050000","147650000","137150000","157900000","186200000","193100000",
"Bermuda","BMU","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77586000","84077000","71565000","78134000","80210000","","","","","56755000","44426000","38139000","33436000","30792000","34216000","29743000","33116000","35210000","38308000","23167000","25296000","27987000","",
"Bolivia","BOL","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","133583333.333333","146833333.333333","165538461.538462","162350000","258000000","295700000","350300000","406050000","465700000","588700000","573040000","850760000","420234375","649465517.241379","699166135.204082","862209872.531129","746890075.121309","742845554.176704","819667475.94503","801028699.144736","825689314.926008","947390722.46948","967438701.074755","967591509.94248","996345733.605135","1123407415.55498","1214987746.84646","1150834865.74127","1188974912.22081","1126282463.30953","1111968933.01606","1086466864.95381","1030513333.33333","1033290147.61005","1097335496.47177","1110271257.52319","1297677584.93697","1497649328.22756","1862262187.59848","2014339330.48433","2214528279.59486","2477423099.622","2766467120.11577","3043801287.98842","3213277007.96119","3363113189.55915","3728168487.72728","3935972531.09502","4167012459.6937","4289716339.98748","4013837354.16415","4334302944.5858","4526279143.82097","4597399757.99355",
"Brazil","BRA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102106351934.047","52193973683.7985","88634409650.5145","91960083193.2219","61984160662.9444","64018675587.5947","68292684000.8891","78735399843.123","84612689299.6225","92294471939.662","120844813292.953","106148322563.677","74806250000","76496927803.3794","95939104423.0217","124624119130.293","111878559869.757","111126848373.296","114981303850.121","104985227790.717","73807138411.3967","86090894068.7856","73299270311.2658","62995211656.907","80669044297.6791","101059558534.2","131411502060.064","156274429177.774","197751284039.818","236659576870.998","217700768919.911","281005236959.187","308282556136.939","263186297975.136","259141899986.503","253883632177.792","189609619123.365","193691599693.296","221239717220.308","201823568397.501","193557513770.541","157839136119.231","198880098068.349","255196129508.886","289790453189.385",
"Barbados","BRB","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","35592297.4110193","42316099.4111189","51136635.4395057","55884253.9650972","67767115.795754","91234524.9341222","94317108.3378909","102222443.195943","118679461.045095","131308109.183115","115298563.118381","114005866.852285","111171878.884304","119425247.352459","115994630.338587","209516233.281957","197832247.79993","172450000","172724108.785363","169492368.120121","177099388.455228","186595734.102322","199025505.891712","222443195.942923","225227464.823746","236900000","238050000","234100000","259650000","267650000","267950000","325227100","321979200","343218900","313531050","301797100","327189650","298330100","313538800","299401150","321470950","320751850","328284400","321064000","326684950","278346950","288794500","358549050","376075700",
"Brunei Darussalam","BRN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","7969919.37419588","9586918.33853232","11309003.4094878","12052390.3425813","12145002.9040292","15880289.2671105","21512864.9243155","21944624.6172894","26523498.7200328","23993612.7851658","20808144.9747126","19618488.9035834","20337484.4843497","18009479.418324","18396977.5798633","21038033.3317326","24988475.3350656","31665157.3253907","35709954.8759168","29249212.7142156","43152846.9958476","53736966.9962093","69092430.4658429","77348211.9623904","82937290.5538312","116775709.501023","161624995.392883","139993002.491478","180969753.663554","178943537.478861","182221285.95","176375595.333982","155138702.462142","148351505.70128","143737229.916917","145618738.561705","171263996.457115","226135061.677461","277784204.896298","207212812.33719","271300763.834725","209190541.371612","206268719.82381","213803371.185434","289561442.692616","313539899.729199","820248112.168786","1355611867.21787","1939363268.44916","1566739046.99314",
"Bhutan","BTN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","3848329.09297979","8217336.83677921","8233475.74629312","10424691.8822232","10697136.381754","10047442.1424962","10212085.1176128","14355120.935077","15060483.5797846","20546756.6484854","23104699.060188","21279271.2195744","22017562.0241667","20825455.6444742","24622013.529658","31244641.6308198","35520180.4817198","35999498.9161818","34722398.1755415","36159280.5441395","35059933.8853163","38789001.8512532","38771776.0091227","43547221.7888288","49317048.4804122","56741143.2772921","66552501.1053478","94938870.0198868","102765932.509697","100884193.036266","134614694.911497","146919516.318403","157062465.932158","145813803.437755","154779616.196572","159965667.585603","160565632.467715","179047206.386558","225965838.655029","167729320.463866","121139521.159606","200023386.163089","252931009.826216","",
"Botswana","BWA","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","5304787.98995999","4044726.30452884","4811379.95955652","4463052.89554504","4386838.37077001","5653155.85680905","7509362.13934007","9704617.32752954","13686512.5901509","18249329.9993966","23664382.2649654","25127506.2818766","27614138.4388807","37734390.9427802","41349338.1038445","46704622.2136447","65074133.1217179","68906173.9737642","69466855.5581689","62578319.1733038","56213526.2516379","77216008.991328","107776270.87551","135268305.380982","152688539.202714","180841789.10015","190298863.697635","202182748.936473","179235062.884971","207662465.614634","251821022.023247","272186034.702516","285145872.246432","297878785.010459","305099369.755395","325708573.444667","320601931.110046","329435607.23867","428576557.102164","497509237.358563","490936775.656185","704497452.961254","901226200.56037","824323092.702382","856976786.76398","1074098040.44233","1168242497.73297","1122848469.18242","1140774669.75469","1214214240.22037","979900063.105983","980859538.041738","994268579.298582","1047032154.49057","1019004195.57066","846608250.768446","980194805.604776","1094311044.36256","1091754743.60484",
"Central African Republic","CAF","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","399148682.119673","394161806.185214","486830066.640873","593681788.747082","356262672.514203","330516612.279963","334839450.352013","355042197.836752","382150039.588793","402697679.998528","394998939.19898","412458432.167752","470951777.194291","437014477.631347","458742463.375225",
"Canada","CAN","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105091001011.122","103044826423.997","115847748536.044","126793481920.409","118523372933.884","119490855795.578","131315395046.749","146770945426.595","156900478626.836","166007581100.141","174832883344.195","164795688847.235","138303735456.216","162173511981.153","178532770701.081","183205382392.948","177060852680.399","170212707042.821","155268331357.555","151699381162.328","159724381266.888","170222213294.137","162160141929.437","149267867966.18","","","",
"Central Europe and the Baltics","CEB","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76746091797.4893","81269388997.046","79594094303.522","84614419538.6624","79538659416.6117","78299769691.5022","84244404725.1265","92371689020.7079","113312730229.809","142173020299.598","163559564624.969","186431346442.317","233165214698.716","276815260673.798","221436885480.101","234543889978.789","269197318364.344","244073928196.109","245844670374.172","270770963047.663","242772926371.688","248237505219.982","265434995265.043","292724906942.035","291924466203.017","278898614568.122","323244261778.223","322821630656.604","367940286124.147",
"Switzerland","CHE","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52589113158.6525","52872435843.7936","54166819086.9009","52138041418.5165","58786332529.0634","66858033826.6385","63723309870.5502","55356992351.6847","55954245413.1604","54200099853.5481","49257433088.5836","52635875207.3951","58018396638.0085","67219665849.8552","74558708484.1174","78296376485.7051","84251179613.9735","94535412362.5458","109755585818.484","99199403547.4681","107172338607.283","130252179878.718","121711714705.637","125713637931.168","127503936546.654","118823719530.313","119227507976.678","121597716374.838","128184410887.461","129294876606.878","131981777545.024","155545393779.95","150631127449.055","160231454996.717",
"Channel Islands","CHI","Manufacturing, value added (current US$)","NV.IND.MANF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79290494.9022463","73133164.3938635","79896634.3331124","76398469.4748411","76484972.4474986","101070140.772026","95323823.0590672","100977357.19362",
"Chile","CHL","Manufacturing, value added (current US$)","NV.IND.MANF.CD","896201818.181818","1070476190.47619","1330342155.00945","1323049938.34772","1447214564.36931","1452392461.19734","1631216047.7798","1665096685.08287","1829356602.67597","2094621025.76004","2329115978.01029","2657545663.03547","2766262395.0084","4557827349.87856","4790168366.43467","1545401519.46362","2405052962.85853","3036732871.95346","3581322671.87535","4631759546.90019","6223083508.71795","7606199525.89744","3790693583.33864","4249393786.40639","4516274531.47498","3888345542.69556","3376484526.12011","3895708986.73785","4702927811.13234","5399086072.51991","6134482361.75402","7219683955.3598","8724494196.37476","9498320840.80504","10965788669.4245","14211486443.8325","11966072584.1291","12758783801.3941","11820955538.9479","11097298254.8102","11901787568.0254","11406708086.7057","11090248877.8803","11622097467.5547","14090229815.7808","15677131021.2018","17974579913.9707","18356787326.7717","17942698361.7687","17626405029.3306","21460230705.3081","24909634454.2364","26242482318.1955","27697982795.0278","25749656419.3482","25212084680.2976","24201225174.466","25298063772.1151","28414792949.7257","24959652635.2192","22854348337.5571","26899004535.7081","28619566508.475","30889595029.1804",
