time,open,high,low,close,volume
2023-01-03,205.07,212.56,204.71,212.56,66640100
2023-01-04,212.72,215.27,211.24,213.06,66302900
2023-01-05,212.91,214.7,211.35,213.11,52758800
2023-01-06,212.92,214.58,210.1,210.65,58610900
2023-01-09,210.71,212.96,208.81,209.67,41623000
2023-01-10,209.4,211.17,207.21,210.63,46341900
2023-01-11,210.78,213.07,209.5,211.67,58730400
2023-01-12,211.67,213.09,210.77,211.94,49518400
2023-01-13,211.94,213.68,210.72,211.26,58739800
2023-01-16,211.26,211.97,210.02,210.88,36787700
2023-01-17,210.87,215.15,210.17,215.15,64674900
2023-01-18,215.15,218.16,215.15,217.73,75298700
2023-01-19,217.73,219.87,217.49,219.87,69382300
2023-01-27,219.87,223.16,219.73,220.76,68581700
2023-01-30,220.77,223.09,219.57,220.78,103793800
2023-01-31,220.79,222.43,218.21,222.43,86592700
2023-02-01,222.44,224.49,216.0,216.01,129118400
2023-02-02,216.01,217.4,214.16,215.31,81696200
2023-02-03,215.31,217.0,213.67,215.28,55770600
2023-02-06,215.28,215.74,213.63,214.47,50018900
2023-02-07,214.4,215.31,209.98,210.0,69212100
2023-02-08,209.82,212.15,208.74,210.62,61459700
2023-02-09,210.62,211.55,209.95,210.91,45875400
2023-02-10,210.77,211.29,207.75,208.5,48735800
2023-02-13,208.49,208.83,202.02,204.49,81565700
2023-02-14,204.49,205.43,201.89,204.86,36357800
2023-02-15,204.98,209.25,204.82,207.97,58432100
2023-02-16,208.09,210.85,208.09,210.84,65318100
2023-02-17,210.84,212.46,209.5,209.95,60131200
2023-02-20,209.95,215.97,209.95,215.83,90868300
2023-02-21,215.83,217.5,214.01,214.08,79245800
2023-02-22,214.08,214.48,209.96,209.96,108963800
2023-02-23,209.98,210.45,206.68,209.31,78644700
2023-02-24,209.31,211.0,207.26,207.32,55997900
2023-02-27,207.32,207.49,202.58,203.27,67332100
2023-02-28,201.89,205.52,201.0,202.38,48907900
2023-03-01,201.56,206.83,200.35,206.83,58270000
2023-03-02,206.81,208.79,204.55,206.14,38574700
2023-03-03,206.14,207.68,204.15,204.89,62497500
2023-03-06,204.89,208.45,204.83,206.56,50786500
2023-03-07,205.19,207.94,203.31,207.5,43275300
2023-03-08,207.44,208.69,205.91,208.68,57756500
2023-03-09,208.68,209.9,207.05,209.03,55081800
2023-03-10,209.03,209.14,206.96,207.86,65589200
2023-03-13,207.86,207.86,205.7,205.85,50565700
2023-03-14,205.85,206.57,201.5,202.55,75556600
2023-03-15,202.55,207.99,202.55,207.01,80292800
2023-03-16,206.89,207.11,203.63,204.19,48299300
2023-03-17,204.19,206.57,203.26,204.47,43736800
2023-03-20,204.35,205.22,201.62,201.62,54528800
2023-03-21,201.26,203.17,201.17,203.11,36065100
2023-03-22,203.1,205.19,203.1,203.96,42959200
2023-03-23,203.96,204.17,200.54,203.32,48379700
2023-03-24,203.32,206.47,203.32,205.72,66194000
2023-03-27,205.83,206.67,205.14,206.67,63298000
2023-03-28,206.74,207.94,204.93,205.76,69184400
2023-03-29,205.76,206.46,204.14,205.59,51761700
2023-03-30,205.59,207.53,205.59,205.95,69665400
2023-03-31,205.95,207.52,204.97,207.5,78320600
2023-04-03,207.5,211.19,207.5,210.48,94583300
2023-04-04,210.47,211.7,209.8,210.73,92327600
2023-04-05,210.58,213.18,210.58,212.58,118127600
2023-04-06,212.58,215.42,211.42,211.43,149188300
2023-04-07,211.43,212.81,209.46,211.6,103718500
2023-04-10,211.72,214.76,210.53,212.0,154228800
2023-04-11,212.0,212.34,208.81,212.34,112222000
2023-04-12,212.34,213.49,211.4,211.94,93045800
2023-04-13,212.06,212.69,209.52,209.84,84777000
2023-04-14,209.63,210.84,207.25,207.25,109453700
2023-04-17,207.25,207.51,205.8,206.63,55552500
2023-04-18,206.45,208.25,206.01,208.25,74313800
2023-04-19,208.25,208.93,205.71,205.85,61614700
2023-04-20,205.7,207.64,205.37,206.61,65191200
2023-04-21,206.61,208.51,206.16,206.92,93023900
2023-04-24,206.8,208.19,206.13,206.76,59010600
2023-04-25,206.75,207.7,204.34,204.69,85409500
2023-04-26,204.59,205.84,203.62,205.84,62716900
2023-04-27,205.75,207.47,205.4,205.86,66711300
2023-04-28,205.62,207.63,205.52,207.48,71354700
2023-05-04,207.44,208.7,206.88,208.15,85437500
2023-05-05,207.22,209.29,205.02,207.8,70610100
2023-05-08,207.74,211.18,207.74,210.92,111600800
2023-05-09,210.98,212.2,210.75,211.95,77374000
2023-05-10,211.9,214.27,211.24,213.89,117533600
2023-05-11,213.94,215.82,213.94,214.41,118735300
2023-05-12,214.46,215.11,213.54,215.1,117050800
2023-05-15,215.1,217.4,214.33,214.33,114774200
2023-05-16,213.55,216.12,213.55,214.62,93249200
2023-05-17,214.69,215.79,212.7,212.86,118554000
2023-05-18,212.94,214.47,212.79,213.01,105923100
2023-05-19,213.01,214.92,212.3,213.91,102582300
2023-05-22,213.97,216.14,213.91,215.9,82282300
2023-05-23,216.01,217.34,214.55,215.79,106763800
2023-05-24,215.79,217.28,215.68,215.96,90654500
2023-05-25,216.07,217.11,215.04,216.78,81540200
2023-05-26,216.78,217.75,216.71,217.64,79665300
2023-05-29,217.75,220.57,217.75,220.31,127794300
2023-05-30,220.31,222.05,219.79,221.33,111919400
2023-05-31,221.46,223.9,221.38,222.81,130408200
2023-06-01,222.9,225.11,222.39,223.97,117998200
2023-06-02,223.97,227.71,223.95,226.03,126959200
2023-06-05,226.03,229.17,225.97,226.56,107230400
2023-06-06,226.56,228.73,225.77,228.72,130500000
2023-06-07,228.73,230.51,228.54,230.33,114024000
2023-06-08,230.34,231.62,226.78,226.78,150186800
2023-06-09,226.8,227.85,224.68,227.6,117909900
2023-06-12,227.6,229.38,226.37,229.37,104836300
2023-06-13,229.37,231.08,229.08,230.25,118080100
2023-06-14,230.25,232.68,228.68,228.91,117252200
2023-06-15,228.92,229.54,227.76,229.53,89334000
2023-06-16,229.53,232.13,228.44,228.44,135519300
2023-06-19,228.37,229.02,226.31,226.52,127552700
2023-06-20,226.52,228.79,226.1,228.77,77076700
2023-06-21,228.77,231.77,228.66,231.77,100619900
2023-06-22,231.81,233.39,230.81,231.91,107156800
2023-06-23,231.91,233.3,230.83,231.54,122047800
2023-06-26,231.54,232.09,228.03,231.01,114654000
2023-06-27,231.01,232.0,229.44,230.82,68199800
2023-06-28,230.85,231.53,229.03,230.25,77789300
2023-06-29,230.22,230.6,227.48,227.48,94196800
2023-06-30,226.49,228.0,224.4,227.32,63926400
2023-07-03,227.32,228.35,225.8,226.6,74973700
2023-07-04,226.52,228.79,226.35,228.76,108285100
2023-07-05,228.76,230.12,227.63,227.84,90326900
