time,open,high,low,close,volume
2023-01-03,71.65,72.47,71.45,72.4,33831500
2023-01-04,72.4,72.88,72.39,72.76,29907500
2023-01-05,72.76,73.08,72.59,72.82,24411600
2023-01-06,72.82,73.31,72.56,72.75,42051000
2023-01-09,72.75,73.24,72.45,72.73,19047500
2023-01-10,72.73,72.96,72.25,72.48,25846400
2023-01-11,72.48,72.8,72.23,72.37,23211600
2023-01-12,72.37,72.68,72.11,72.19,28216500
2023-01-13,72.2,72.58,71.96,72.09,32742200
2023-01-16,72.15,72.33,71.84,72.22,20744900
2023-01-17,72.23,72.97,72.18,72.97,25259500
2023-01-18,72.98,73.62,72.95,73.54,35639600
2023-01-19,73.6,73.98,73.53,73.98,30980900
2023-01-27,73.98,74.99,73.97,74.99,43868000
2023-01-30,75.0,75.49,74.94,75.4,45250700
2023-01-31,75.41,75.84,75.04,75.84,35241300
2023-02-01,75.84,76.44,74.72,74.93,50548900
2023-02-02,74.93,75.3,74.74,74.88,31575000
2023-02-03,74.88,75.54,74.87,75.54,32945500
2023-02-06,75.54,75.96,75.35,75.96,18067900
2023-02-07,75.96,76.57,75.43,75.54,29052200
2023-02-08,75.55,76.52,75.54,76.43,23860800
2023-02-09,76.44,77.3,76.38,77.25,32246200
2023-02-10,77.25,78.02,77.19,77.34,28876400
2023-02-13,77.34,78.35,76.76,77.2,32246200
2023-02-14,77.21,78.36,77.16,77.94,18675500
2023-02-15,77.95,79.47,77.95,79.47,20319500
2023-02-16,79.47,80.86,78.95,79.66,29320300
2023-02-17,79.66,79.79,78.57,78.94,38470000
2023-02-20,78.94,79.03,77.92,78.83,41118200
2023-02-21,78.84,78.91,77.89,78.18,41150000
2023-02-22,78.19,78.97,77.34,77.45,51486700
2023-02-23,77.45,77.48,76.4,77.4,34268500
2023-02-24,77.39,77.64,76.42,76.73,35749100
2023-02-27,76.74,76.82,75.75,75.85,26950000
2023-02-28,75.85,76.48,75.63,76.44,17744800
2023-03-01,76.44,76.64,75.97,76.64,23228800
